Módulo de Análise: Origem de Dados da Coleta;;;;;;
Data de solicitação 26/02/2020;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Qualidade;Origem;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;13;185,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;14;173,664;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;15;153,728;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;16;146,464;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;17;135,68;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;18;128,608;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;19;124,416;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;20;140,224;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;21;132,864;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;22;119,456;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;23;117,504;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);25/01/2020;24;105,408;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;1;104,096;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;2;104,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;3;107,168;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;4;94,976;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;5;103,968;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;6;96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;7;101,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;8;132,928;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;9;134,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;10;127,232;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;11;140,576;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;12;148,096;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;13;142,016;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;14;142,4;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;15;148,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;16;131,936;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;17;133,568;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;18;127,68;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;19;125,472;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;20;119,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;21;97,472;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;22;82,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;23;102,464;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);26/01/2020;24;105,568;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;1;99,84;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;2;98,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;3;96,8;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;4;86,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;5;92,96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;6;88,992;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;7;92,768;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;8;156,48;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;9;193,344;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;10;196,448;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;11;214,016;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;12;231,296;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;13;214,144;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;14;185,376;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;15;195,488;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;16;216,608;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;17;200,544;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;18;196,032;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;19;186,464;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;20;166,72;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;21;148,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;22;131,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;23;112,768;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);27/01/2020;24;112,544;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;1;115,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;2;102,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;3;103,168;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;4;102,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;5;106,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;6;96,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;7;104,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;8;184,288;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;9;206,208;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;10;214,464;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;11;231,424;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;12;246,048;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;13;242,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;14;224,96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;15;224,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;16;213,888;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;17;206,976;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;18;200,864;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;19;181,76;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;20;145,024;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;21;153,088;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;22;134,912;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;23;110,176;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);28/01/2020;24;112,096;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;1;115,808;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;2;102,816;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;3;106,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;4;106,016;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;5;106,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;6;106,272;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;7;105,088;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;8;175,872;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;9;203,744;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;10;207,776;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;11;205,984;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;12;232,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;13;236,672;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;14;229,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;15;230,496;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;16;225,216;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;17;206,208;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;18;200,256;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;19;182,176;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;20;160,608;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;21;160,224;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;22;148,704;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;23;115,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);29/01/2020;24;113,024;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;1;119,872;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;2;109,856;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;3;108,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;4;107,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;5;111,808;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;6;109,696;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;7;116,416;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;8;184,288;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;9;225,216;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;10;237,344;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;11;228,8;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;12;246,944;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;13;256,448;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;14;256,192;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;15;234,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;16;204,544;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;17;197,632;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;18;196,576;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;19;185,92;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;20;160,224;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;21;154,848;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;22;148,288;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;23;111,168;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);30/01/2020;24;110,592;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;1;116,704;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;2;109,952;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;3;107,968;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;4;107,552;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;5;110,528;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;6;119,072;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;7;130,944;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;8;174,208;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;9;2,784;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;10;198,464;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;11;217,248;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;12;214,528;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;13;213,728;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;14;233,92;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;15;243,072;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;16;211,552;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;17;220,64;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;18;201,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;19;175,584;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;20;166,112;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;21;150,112;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;22;137,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;23;132,192;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPIENTR101 (B);31/01/2020;24;114,944;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;1;88,336;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;2;82,992;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;3;83,936;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;4;82,528;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;5;84,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;6;80,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;7;82,8;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;8;85,312;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;9;86,416;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;10;85,776;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;11;87,936;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;12;92,832;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;13;94,272;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;14;88,768;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;15;90,24;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;16;93,152;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;17;93,712;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;18;84,416;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;19;85,824;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;20;86,352;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;21;85,056;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;22;81,408;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;23;81,76;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);01/01/2020;24;83,84;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;1;83,968;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;2;80,64;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;3;79,264;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;4;81,344;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;5;81,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;6;76,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;7;84,4;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;8;106,816;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;9;116,208;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;10;109,76;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;11;116,48;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;12;116,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;13;122,112;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;14;122,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;15;124,32;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;16;124,736;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;17;122,352;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;18;110,992;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;19;105,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;20;110,24;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;21;109,104;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;22;103,504;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;23;87,504;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);02/01/2020;24;82,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;1;82,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;2;78,176;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;3;79,232;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;4;78,512;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;5;81,376;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;6;78,544;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;7;85,296;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;8;83,52;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;9;20,144;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;10;115,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;11;115,696;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;12;114,816;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;13;115,968;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;14;114,992;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;15;119,744;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;16;122,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;17;121,312;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;18;114,432;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;19;113,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;20;110,496;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;21;109,392;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;22;104,368;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;23;86,352;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);03/01/2020;24;82,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;1;81,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;2;78,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;3;77,472;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;4;78,032;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;5;79,888;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;6;74,88;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;7;81,6;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;8;107,424;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;9;113,056;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;10;100,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSPCENTR101 (L);04/01/2020;11;96,768;Completo;COLETA DIÁRIA;
