Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 26/02/2020;;;;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;10;44,796;0;8,78;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;11;45,234;0;10,033;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;12;44,628;0;9,623;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;13;38,946;0;5,635;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;14;47,75;0;9,961;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;15;46,038;0;9,989;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;16;42,703;0;9,34;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;17;41,602;0;7,351;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;18;44,439;0;8,815;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;19;42,421;0;9,069;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;20;40,745;0;8,47;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;21;37,171;0;5,466;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;22;35,45;0;5,387;0,051;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;23;34,131;0;8,07;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;24;32,345;0;7,857;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;1;27,554;0;4,778;0,054;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;2;29,194;0;3,402;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;3;33,091;0;7,46;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;4;30,289;0;6,786;0,002;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;5;31,81;0;7,27;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;6;27,384;0;2,602;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;7;30,43;0;5,847;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;8;40,448;0;8,328;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;9;41,2;0;9,079;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;10;37,106;0;4,767;0,123;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;11;43,802;0;10,04;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;12;43,638;0;10,182;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;13;39,027;0;7,087;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;14;43,925;0;8,48;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;15;47,746;0;11,351;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;16;43,874;0;10,297;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;17;41,804;0;7,92;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;18;39,944;0;5,714;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;19;43,653;0;9,617;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;20;44,398;0;10,521;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;21;39,887;0;7,845;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;22;34,958;0;4,579;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;23;35,373;0;8,578;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;24;33,204;0;8,315;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;1;26,54;0;1,588;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;2;31,919;0;5,359;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;3;31,399;0;4,451;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;4;31,421;0;5,039;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;5;27,211;0;1,697;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;6;29,863;0;4,32;0,051;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;7;30,032;0;4,149;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;8;31,615;0;4,911;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;9;28,026;0;2,366;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;10;29,658;0;3,225;0,028;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;11;32,484;0;5,103;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;12;33,897;0;5,157;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;13;29,551;0;3,347;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;14;31,219;0;3,745;0,044;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;15;32,95;0;5,458;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;16;32,376;0;4,864;0,014;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;17;31,005;0;4,163;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;18;28,097;0;2,846;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;19;30,074;0;4,778;0,036;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;20;32,28;0;4,625;0,005;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;21;29,743;0;3,832;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;22;26,063;0;1,146;0,041;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;23;30,499;0;4,544;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;24;30,49;0;4,45;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;1;28,823;0;4,047;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;2;26,264;0;0,79;0,016;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;3;30,025;0;3,626;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;4;30,161;0;4,235;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;5;30,252;0;4,717;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;6;26,35;0;1,355;0,009;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;7;29,928;0;3,024;0,027;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;8;40,01;0;5,511;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;9;36,086;0;2,908;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;10;40,771;0;5,841;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;11;39,501;0;5,062;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;12;43,374;0;6,469;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;13;42,42;0;6,412;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;14;44,017;0;6,385;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;15;45,838;0;8,209;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;16;45,63;0;7,902;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;17;41,343;0;5,472;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;18;43,282;0;7,514;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;19;41,47;0;6,803;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;20;35,665;0;2,24;0,007;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;21;35,924;0;3,326;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;22;36,534;0;4,788;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;23;33,936;0;4,588;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;24;30,074;0;3,641;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;1;25,867;0;0,798;0,216;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;2;29,113;0;3,56;0,023;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;3;30,097;0;3,845;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;4;28,863;0;3,269;0,024;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;5;27,91;0;1,998;0,042;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;6;27,106;0;2,18;0,032;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;7;31,433;0;4,305;0,015;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;8;38,484;0;4,444;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;9;38,691;0;4,55;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;10;36,102;0;3,19;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;11;39,161;0;5,601;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;12;38,249;0;3,612;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;13;39,616;0;4,762;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;14;41,925;0;7,204;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;15;42,723;0;7,56;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;16;38,47;0;3,833;0,001;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;17;40,645;0;5,405;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;18;41,762;0;7,531;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;19;39,671;0;7,015;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;20;37,744;0;4,07;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;21;36,564;0;2,994;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;22;35,563;0;5,151;0,013;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;23;30,686;0;5,284;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;24;30,082;0;4,165;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;1;25,27;0;0,848;0,185;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;2;28,869;0;3,682;0,006;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;3;29,433;0;4,539;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;4;28,248;0;3,652;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;5;27,132;0;1,701;0,068;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;6;27,48;0;2,858;0,018;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;7;29,916;0;4,357;0,043;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;8;36,585;0;4,23;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;9;37,59;0;4,077;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;10;34,315;0;2,288;0,046;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;11;38,323;0;5,885;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;12;39,36;0;5,835;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;13;38,136;0;4,063;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;14;42,491;0;7,421;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;15;41,902;0;6,642;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;16;38,431;0;4,336;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;17;41,16;0;6,937;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;18;37,973;0;4,514;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;19;39,058;0;5,551;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;20;41,637;0;6,8;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;21;41,827;0;7,667;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;22;32,491;0;4,002;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;23;27,348;0;2,262;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;24;31,076;0;4,893;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;1;29,94;0;5,156;0,006;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;2;28,923;0;4,504;0,026;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;3;25,656;0;0,718;0,068;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;4;28,165;0;3,183;0,1;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;5;29,889;0;4,628;0,058;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;6;29,086;0;4,639;0,013;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;7;25,171;0;1,184;0,198;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;8;34,235;0;3,075;0,275;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;9;40,524;0;5,773;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;10;39,02;0;6,173;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;11;35,471;0;3,686;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;12;36,977;0;3,004;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;13;41,483;0;6,822;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;14;34,83;0;5,531;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;15;29,946;0;4,874;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;16;25,461;0;0,63;0,53;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;17;29,304;0;4,148;0,026;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;18;29,638;0;4,414;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;19;27,478;0;3,677;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;20;23,293;0;0,322;1,276;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;21;27,793;0;2,765;0,049;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;22;28,279;0;3,682;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;23;27,031;0;3,718;0,07;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;24;25,692;0;1,236;0,771;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;1;25,618;0;1,311;0,242;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;2;27,434;0;3,76;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;3;28,214;0;3,245;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;4;25,605;0;1,965;0,678;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;5;24,118;0;0,589;0,699;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;6;28,185;0;4,038;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;7;28,765;0;3,172;0,089;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;8;36,144;0;3,761;0,011;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;9;35,796;0;2,619;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;10;40,551;0;6,136;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;11;38,896;0;6,103;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;12;40,679;0;6,142;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;13;38,035;0;3,194;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;14;41,656;0;6,183;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;15;41,697;0;6,469;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;16;39,587;0;4,382;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;17;42,025;0;6,631;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;18;42,081;0;7,672;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;19;38,355;0;5,02;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;20;35,469;0;1,948;0,014;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;21;41,376;0;6,909;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;22;36,973;0;5,796;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;23;31,893;0;5,935;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;24;26,892;0;1,438;0,111;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;1;29,733;0;3,472;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;2;30,304;0;4,573;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;3;30,631;0;5,003;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;4;27,381;0;2,361;0,25;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;5;28,121;0;2,331;0,143;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;6;29,829;0;4,92;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;7;31,507;0;4,479;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;8;36,368;0;3,618;0,041;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;9;38,777;0;4,11;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;10;42,416;0;7,19;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;11;42,765;0;7,779;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;12;43,048;0;6,501;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;13;39,893;0;4,154;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;14;43,91;0;7,189;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;15;42,043;0;6,219;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;16;42,307;0;5,677;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;17;45,597;0;8,481;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;18;44,69;0;8,132;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;19;39,917;0;5,645;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;20;36,009;0;2,747;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;21;40,732;0;6,287;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;22;37,327;0;5,791;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;23;31,281;0;5,364;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;24;27,001;0;1,332;0,12;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;1;29,516;0;3,227;0,064;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;2;31,679;0;5,345;0;Completo;COLETA DIÁRIA
