Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 04/05/2020;;;;;;;;;
Período Solicitado de 01/03/2020 até 30/04/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
TOYOTA;SPTYTIENTR101 (L);13/04/2020;5;697,788;0;0;58,149;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;6;708,864;0;0;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;7;764,244;0;2,769;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;8;883,311;0;63,687;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;9;1126,98;0;77,532;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;10;1218,36;0;99,684;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;11;1160,21;0;152,295;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;12;1190,67;0;119,067;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;13;1246,05;0;141,219;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;14;1218,36;0;116,298;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;15;1198,98;0;146,757;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;16;1096,52;0;94,146;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;17;888,849;0;33,228;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;18;919,308;0;91,377;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;19;994,071;0;107,991;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;20;933,153;0;80,301;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;21;977,457;0;99,684;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;22;899,925;0;55,38;8,307;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;23;902,694;0;41,535;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);13/04/2020;24;866,697;0;5,538;60,918;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;1;899,925;0;22,152;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;2;863,928;0;2,769;83,07;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;3;839,007;0;0;83,07;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;4;811,317;0;2,769;85,839;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;5;803,01;0;0;94,146;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;6;825,162;0;0;71,994;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;7;886,08;0;13,845;52,611;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;8;1115,91;0;41,535;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;9;1345,73;0;116,298;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;10;1442,65;0;166,14;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;11;1473,11;0;221,52;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;12;1378,96;0;141,219;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;13;1367,89;0;143,988;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;14;1473,11;0;210,444;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;15;1284,82;0;174,447;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;16;1063,3;0;63,687;8,307;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;17;863,928;0;35,997;13,845;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;18;852,852;0;83,07;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;19;916,539;0;116,298;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;20;891,618;0;130,143;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;21;924,846;0;143,988;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;22;880,542;0;113,529;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;23;847,314;0;58,149;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);14/04/2020;24;855,621;0;13,845;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;1;855,621;0;19,383;35,997;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;2;844,545;0;5,538;55,38;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;3;791,934;0;8,307;52,611;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;4;791,934;0;5,538;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;5;764,244;0;2,769;71,994;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;6;822,393;0;13,845;30,459;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;7;872,235;0;5,538;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;8;1160,21;0;49,842;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;9;1556,18;0;285,207;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;10;1774,93;0;426,426;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;11;1664,17;0;304,59;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;12;1511,87;0;163,371;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;13;1520,18;0;182,754;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;14;1373,42;0;99,684;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;15;1376,19;0;146,757;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;16;938,691;0;27,69;27,69;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;17;913,77;0;182,754;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;18;839,007;0;69,225;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;19;891,618;0;41,535;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;20;872,235;0;58,149;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;21;897,156;0;71,994;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;22;830,7;0;41,535;8,307;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;23;830,7;0;22,152;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);15/04/2020;24;822,393;0;5,538;80,301;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;1;863,928;0;19,383;35,997;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;2;800,241;0;5,538;63,687;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;3;816,855;0;60,918;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;4;877,773;0;121,836;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;5;833,469;0;105,222;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;6;866,697;0;143,988;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;7;836,238;0;16,614;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;8;899,925;0;8,307;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;9;866,697;0;13,845;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;10;1057,76;0;16,614;16,614;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;11;1276,51;0;110,76;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;12;1237,74;0;99,684;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;13;1282,05;0;135,681;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;14;1273,74;0;149,526;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;15;1301,43;0;163,371;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;16;1168,52;0;63,687;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;17;861,159;0;19,383;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;18;850,083;0;16,614;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;19;919,308;0;33,228;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;20;863,928;0;13,845;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;21;880,542;0;13,845;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;22;850,083;0;5,538;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;23;847,314;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);16/04/2020;24;827,931;0;2,769;80,301;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;1;858,39;0;2,769;66,456;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;2;822,393;0;0;80,301;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;3;775,32;0;8,307;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;4;780,858;0;11,076;35,997;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;5;783,627;0;11,076;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;6;797,472;0;13,845;30,459;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;7;811,317;0;16,614;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;8;1063,3;0;199,368;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;9;1301,43;0;243,672;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;10;1367,89;0;257,517;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;11;1226,67;0;285,207;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;12;1121,45;0;263,055;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;13;1013,45;0;41,535;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;14;1118,68;0;191,061;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;15;1246,05;0;304,59;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;16;1154,67;0;329,511;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;17;855,621;0;49,842;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;18;877,773;0;80,301;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;19;891,618;0;27,69;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;20;863,928;0;49,842;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;21;869,466;0;19,383;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;22;825,162;0;11,076;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;23;844,545;0;8,307;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);17/04/2020;24;819,624;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;1;833,469;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;2;830,7;0;8,307;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;3;808,548;0;8,307;35,997;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;4;819,624;0;11,076;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;5;808,548;0;11,076;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;6;811,317;0;8,307;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;7;753,168;0;11,076;30,459;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;8;775,32;0;11,076;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;9;814,086;0;13,845;16,614;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;10;836,238;0;13,845;16,614;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;11;836,238;0;30,459;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;12;805,779;0;24,921;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;13;833,469;0;27,69;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;14;877,773;0;63,687;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;15;911,001;0;99,684;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;16;880,542;0;94,146;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;17;850,083;0;66,456;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;18;819,624;0;47,073;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;19;861,159;0;19,383;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;20;808,548;0;16,614;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;21;827,931;0;16,614;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;22;825,162;0;16,614;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;23;803,01;0;11,076;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);18/04/2020;24;805,779;0;5,538;58,149;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;1;794,703;0;5,538;55,38;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;2;814,086;0;8,307;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;3;803,01;0;11,076;27,69;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;4;811,317;0;11,076;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;5;800,241;0;13,845;30,459;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;6;808,548;0;16,614;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;7;797,472;0;13,845;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;8;844,545;0;5,538;27,69;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;9;852,852;0;11,076;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;10;841,776;0;8,307;35,997;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;11;855,621;0;11,076;27,69;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;12;861,159;0;8,307;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;13;869,466;0;13,845;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;14;888,849;0;16,614;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;15;863,928;0;11,076;16,614;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;16;886,08;0;13,845;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;17;830,7;0;16,614;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;18;852,852;0;13,845;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;19;830,7;0;11,076;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;20;825,162;0;5,538;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;21;775,32;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;22;783,627;0;8,307;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;23;755,937;0;8,307;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);19/04/2020;24;805,779;0;11,076;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;1;755,937;0;13,845;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;2;778,089;0;13,845;16,614;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;3;761,475;0;11,076;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;4;803,01;0;16,614;8,307;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;5;805,779;0;13,845;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;6;805,779;0;13,845;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;7;803,01;0;22,152;11,076;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;8;988,533;0;213,213;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;9;1077,14;0;293,514;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;10;1079,91;0;282,438;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;11;1088,22;0;240,903;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;12;1038,38;0;293,514;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;13;886,08;0;83,07;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;14;1063,3;0;290,745;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;15;1027,3;0;312,897;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;16;1035,61;0;335,049;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;17;780,858;0;69,225;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;18;816,855;0;83,07;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;19;830,7;0;58,149;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;20;814,086;0;58,149;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;21;816,855;0;41,535;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;22;794,703;0;27,69;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;23;780,858;0;22,152;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);20/04/2020;24;772,551;0;8,307;52,611;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;1;786,396;0;8,307;49,842;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;2;758,706;0;8,307;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;3;767,013;0;5,538;49,842;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;4;747,63;0;8,307;41,535;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;5;750,399;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;6;764,244;0;5,538;49,842;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;7;783,627;0;8,307;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;8;952,536;0;207,675;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;9;971,919;0;224,289;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;10;891,618;0;166,14;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;11;974,688;0;204,906;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;12;916,539;0;229,827;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;13;852,852;0;69,225;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;14;833,469;0;71,994;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;15;852,852;0;63,687;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;16;816,855;0;71,994;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;17;783,627;0;77,532;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;18;791,934;0;41,535;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;19;786,396;0;11,076;13,845;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;20;811,317;0;24,921;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;21;797,472;0;33,228;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;22;791,934;0;30,459;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;23;761,475;0;11,076;30,459;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);21/04/2020;24;775,32;0;8,307;38,766;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;1;764,244;0;5,538;49,842;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;2;764,244;0;8,307;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;3;744,861;0;8,307;52,611;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;4;747,63;0;5,538;47,073;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;5;742,092;0;5,538;52,611;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;6;733,785;0;8,307;44,304;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;7;805,779;0;5,538;19,383;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;8;852,852;0;0;33,228;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;9;1157,44;0;60,918;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;10;1664,17;0;155,064;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;11;1489,72;0;110,76;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;12;1373,42;0;99,684;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;13;1445,42;0;143,988;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;14;1351,27;0;130,143;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;15;1287,59;0;121,836;0;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;16;1049,45;0;52,611;2,769;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;17;850,083;0;11,076;24,921;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;18;833,469;0;16,614;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;19;872,235;0;11,076;22,152;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;20;847,314;0;16,614;5,538;Completo;COLETA DIÁRIA
TOYOTA;SPTYTIENTR101 (L);22/04/2020;21;855,621;0;11,076;22,152;Completo;COLETA DIÁRIA
